new_index,figi,name,ticker,exchCode,compositeFIGI,securityType,marketSector,shareClassFIGI,securityType2,securityDescription,uniqueID,uniqueIDFutOpt
3081,BBG000PT6BR8,CHATHAM LODGING TRUST,CLDT,US,BBG000PT6BR8,REIT,Equity,BBG001T5ZKL8,REIT,CLDT,,
3082,BBG000BMF9T1,CHATHAM ROCK PHOSPHATE LTD,NZP,CN,BBG000BMF9T1,Common Stock,Equity,BBG001S6NBQ5,Common Stock,NZP,,
3083,,,,,,,,,,,,
3084,BBG0089RJVS4,CHECK CAP LTD,CHEK,US,BBG0089RJVS4,Common Stock,Equity,BBG0089RJWL9,Common Stock,CHEK,,
3085,BBG000JK63Y4,CHECK POINT SOFTWARE TECH,CPW,GR,BBG000JK63Y4,Common Stock,Equity,BBG001SB85K0,Common Stock,CPW,,
3086,,,,,,,,,,,,
3087,BBG00F5TPW72,CHECKPOINT THERAPEUTICS INC,CKPT,US,BBG00F5TPW72,Common Stock,Equity,BBG00F5TPW81,Common Stock,CKPT,,
3088,BBG000CS8TM8,CHEESECAKE FACTORY INC/THE,CAKE,US,BBG000CS8TM8,Common Stock,Equity,BBG001S71Q75,Common Stock,CAKE,,
3089,BBG0068TQ8R9,CHEETAH MOBILE INC - ADR,CMCM,US,BBG0068TQ8R9,ADR,Equity,BBG0068TQ8S8,Depositary Receipt,CMCM,,
3090,,,,,,,,,,,,
3091,BBG001MFW6D6,CHEFS' WAREHOUSE INC/THE,CHEF,US,BBG001MFW6D6,Common Stock,Equity,BBG001V11JN2,Common Stock,CHEF,,
3092,BBG0014XR0N5,CHEGG INC,CHGG,US,BBG0014XR0N5,Common Stock,Equity,BBG001TBCK85,Common Stock,CHGG,,
3093,,,,,,,,,,,,
3094,BBG000DTMFJ3,CHELVERTON GROWTH TRUST PLC,CGW,LN,BBG000DTMF58,Closed-End Fund,Equity,BBG001SJGMF3,Mutual Fund,CGW,,
3095,BBG000BLDXT2,CHEMBIO DIAGNOSTICS INC,CEMI,US,BBG000BLDXT2,Common Stock,Equity,BBG001SD7FL4,Common Stock,CEMI,,
3096,BBG000C19QW1,CHEMED CORP,CHE,US,BBG000C19QW1,Common Stock,Equity,BBG001S679X0,Common Stock,CHE,,
3097,BBG00GQKNCL6,CHEMFAB ALKALIS LTD,CHEMFAB,IN,BBG00GQKNCL6,Common Stock,Equity,BBG00GQKNCM5,Common Stock,CHEMFAB,,
3098,BBG000BF9VV1,CHEMICAL IND (F.E.) LTD,CHEM,SP,BBG000BF9VL2,Common Stock,Equity,BBG001S6NJL3,Common Stock,CHEM,,
3099,BBG000FDHJN9,CHEMIPROKASEI KAISHA LTD,4960,JP,BBG000FDHJN9,Common Stock,Equity,BBG001S8K373,Common Stock,4960,,
3100,BBG000BF6N88,CHEMISTREE TECHNOLOGY INC,CHMJF,US,BBG000BF6N88,Common Stock,Equity,BBG001SF83K6,Common Stock,CHMJF,,
3101,BBG000PTSB12,CHEMOCENTRYX INC,CCXI,US,BBG000PTSB12,Common Stock,Equity,BBG001SRF9K9,Common Stock,CCXI,,
3102,BBG005H82GB2,CHEMOURS CO/THE,CC,US,BBG005H82GB2,Common Stock,Equity,BBG005H82GC1,Common Stock,CC,,
3103,BBG000BDB2P4,CHEMRING GROUP PLC,CHG,LN,BBG000BDB238,Common Stock,Equity,BBG001S61KB5,Common Stock,CHG,,
3104,BBG000BHQ7B3,CHEMUNG FINANCIAL CORP,CHMG,US,BBG000BHQ7B3,Common Stock,Equity,BBG001S7RT53,Common Stock,CHMG,,
3105,BBG000FSV7P4,CHENGDU B-RAY MEDIA CO LTD-A,600880,CH,BBG000FSV7P4,Common Stock,Equity,BBG001S8MX02,Common Stock,600880,,
3106,BBG00MYP2K92,CHENGDU EXPRESSWAY CO LTD-H,1785,HK,BBG00MYP2K83,Common Stock,Equity,BBG00MYP2KB9,Common Stock,1785,,
3107,BBG000HP61F0,CHENGDU XINGRONG ENVIRONME-A,000598,CH,BBG000HP61F0,Common Stock,Equity,BBG001S9B9H7,Common Stock,000598,,
3108,BBG000C0CCG8,CHENGTUN MINING GROUP CO -A,600711,CH,BBG000C0CCG8,Common Stock,Equity,BBG001S7M6C0,Common Stock,600711,,
3109,,,,,,,,,,,,
3110,BBG000QMH637,CHENIERE ENERGY PARTNERS LP,CQP,US,BBG000QMH637,MLP,Equity,BBG001SSCPS6,Partnership Shares,CQP,,
3111,BBG000CVY2Z7,CHENNAI PETROLEUM CORP LTD,MRL,IN,BBG000CVY2Z7,Common Stock,Equity,BBG001S6X505,Common Stock,MRL,,
3112,BBG004HQLJH2,CHERRY HILL MORTGAGE INVESTM,CHMI,US,BBG004HQLJH2,REIT,Equity,BBG004HQLK70,REIT,CHMI,,
3113,BBG000FPTW78,CHERUBIM INTERESTS INC,CHIT,US,BBG000FPTW78,Common Stock,Equity,BBG001T2NCS9,Common Stock,CHIT,,
3114,,,,,,,,,,,,
3115,BBG000BB6JJ4,CHESAPEAKE GOLD CORP,CKG,CN,BBG000BB6JJ4,Common Stock,Equity,BBG001S5S1R3,Common Stock,CKG,,
3116,BBG001W55FM7,CHESAPEAKE GRANITE WASH TRUS,CHKR,US,BBG001W55FM7,Royalty Trst,Equity,BBG001W55GL6,Common Stock,CHKR,,
3117,BBG00KD953N4,CHESAPEAKE LODGING TRUST,CHSPUSD,XS,BBG00KD95354,REIT,Equity,BBG001T5PB02,REIT,CHSPUSD,,
3118,BBG000G4GKH3,CHESAPEAKE UTILITIES CORP,CPK,US,BBG000G4GKH3,Common Stock,Equity,BBG001SCP5R2,Common Stock,CPK,,
3119,BBG000MLNK44,CHESNARA PLC,CSN,LN,BBG000MLMH42,Common Stock,Equity,BBG001SDJPC9,Common Stock,CSN,,
3120,BBG000LTGBK8,CHESSER RESOURCES LTD,CHZ,AU,BBG000LTGBK8,Common Stock,Equity,BBG001SQ4TD7,Common Stock,CHZ,,
3121,BBG000LJHXV9,CHESSWOOD GROUP LTD,CHWWF,US,BBG000LJHXV9,Common Stock,Equity,BBG001SQ2300,Common Stock,CHWWF,,
3122,BBG000BGTL76,CHESTER MINING CO,CHMN,US,BBG000BGTL76,Common Stock,Equity,BBG001S7P334,Common Stock,CHMN,,
3123,BBG00HL0VNP6,CHESTERFIELD RESOURCES PLC,CHF,LN,BBG00HL0VNN8,Common Stock,Equity,BBG00HL0VNS3,Common Stock,CHF,,
3124,,,,,,,,,,,,
3125,BBG000F5P003,CHEVRON CORP,CHV,GR,BBG000F5P003,Common Stock,Equity,BBG001S67ZC5,Common Stock,CHV,,
3126,BBG00P19DKZ6,CHEWY INC - CLASS A,CHWY,US,BBG00P19DKZ6,Common Stock,Equity,BBG00P19DLQ4,Common Stock,CHWY,,
3127,BBG000SWDZD2,CHEYENNE RESOURCES CORP,CYRS,US,BBG000SWDZD2,Common Stock,Equity,BBG001SYBVV7,Common Stock,CYRS,,
3128,BBG00G3QRZP9,CHI HO DEVELOPMENT HOLDINGS,8423,HK,BBG00G3QRZN1,Common Stock,Equity,BBG00G3QRZQ8,Common Stock,8423,,
3129,BBG007D0RSY1,CHIA TAI ENTERPRISES INTERNA,3839,HK,BBG007D0RSX2,Common Stock,Equity,BBG007D0RSW3,Common Stock,3839,,
3130,,,,,,,,,,,,
3131,BBG000BFFWL3,CHIBA BANK LTD/THE,CHBAF,US,BBG000BFFWL3,Common Stock,Equity,BBG001S65YL0,Common Stock,CHBAF,,
3132,BBG000BHMWJ4,CHIBA KOGYO BANK LTD/THE,8337,JP,BBG000BHMWJ4,Common Stock,Equity,BBG001S6C474,Common Stock,8337,,
3133,,,,,,,,,,,,
3134,BBG000BL17H5,CHICHIBU RAILWAY CO LTD,9012,JP,BBG000BL17H5,Common Stock,Equity,BBG001S6JG98,Common Stock,9012,,
3135,BBG00H5M1QT8,CHICKEN SOUP FOR THE SOUL EN,CSSE,US,BBG00H5M1QT8,Common Stock,Equity,BBG00H5M1QV5,Common Stock,CSSE,,
3136,BBG000N3Z384,CHIFENG JILONG GOLD MINING-A,600988,CH,BBG000N3Z384,Common Stock,Equity,BBG001SKMKM9,Common Stock,600988,,
3137,BBG000PNW7L7,CHIKARANOMOTO HOLDINGS CO LT,3561,JP,BBG000PNW7L7,Common Stock,Equity,BBG001T5SWV9,Common Stock,3561,,
3138,BBG000JK9DK4,CHILDREN'S PLACE INC/THE,PLCE,US,BBG000JK9DK4,Common Stock,Equity,BBG001SB8708,Common Stock,PLCE,,
3139,BBG0084L1VD7,CHILLED & FROZEN LOGISTICS H,9099,JP,BBG0084L1VD7,Common Stock,Equity,BBG0084L1VF5,Common Stock,9099,,
3140,BBG002611QK5,CHIMERA ENERGY CORP,CHMR,US,BBG002611QK5,Common Stock,Equity,BBG002611QL4,Common Stock,CHMR,,
3141,BBG000PFLGY2,CHIMERA INVESTMENT CORP,CIM,US,BBG000PFLGY2,REIT,Equity,BBG001SR1G28,REIT,CIM,,
3142,BBG000R33651,CHIMERIX INC,CMRX,US,BBG000R33651,Common Stock,Equity,BBG001T921D7,Common Stock,CMRX,,
3143,BBG003MC9057,CHIMNEY CO LTD,3178,JP,BBG003MC9057,Common Stock,Equity,BBG003MC90P5,Common Stock,3178,,
3144,BBG000BDVDY8,CHINA AEROSPACE INTL HLDG,31,HK,BBG000BDVDQ7,Common Stock,Equity,BBG001S6HQJ7,Common Stock,31,,
3145,,,,,,,,,,,,
3146,,,,,,,,,,,,
3147,BBG006R3T534,CHINA AIRCRAFT LEASING GROUP,1848,HK,BBG006R3T516,Common Stock,Equity,BBG006R3T525,Common Stock,1848,,
3148,BBG000BNM724,CHINA ALL ACCESS HOLDINGS,C5K,GR,BBG000BNM724,Common Stock,Equity,BBG001SQ98Z4,Common Stock,C5K,,
3149,BBG004S77SP9,CHINA ALUMINUM CANS HOLDINGS,6898,HK,BBG004RXLGK8,Common Stock,Equity,BBG004RXLGL7,Common Stock,6898,,
3150,BBG003396CB5,CHINA ALUMINUM INTERNATION-H,2068,HK,BBG001CKQX44,Common Stock,Equity,BBG001TXYQ26,Common Stock,2068,,
3151,,,,,,,,,,,,
3152,BBG00F387114,CHINA ART FINANCIAL HOLDINGS,1572,HK,BBG00F37V1K8,Common Stock,Equity,BBG00F37V1L7,Common Stock,1572,,
3153,,,,,,,,,,,,
3154,BBG000BF5HQ2,CHINA AUTOMOTIVE SYSTEMS INC,CAAS,US,BBG000BF5HQ2,Common Stock,Equity,BBG001S8KY02,Common Stock,CAAS,,
3155,BBG000BG7SH4,CHINA AVIATION OIL SINGAPORE,CAO,SP,BBG000BG7RV0,Common Stock,Equity,BBG001S96VF6,Common Stock,CAO,,
3156,BBG000JLLH92,CHINA AVIONICS SYSTEMS CO -A,600372,CH,BBG000JLLH92,Common Stock,Equity,BBG001SJ6SC4,Common Stock,600372,,
3157,BBG000BZDL53,CHINA BAOAN GROUP-A,000009,CH,BBG000BZDL53,Common Stock,Equity,BBG001SJWM01,Common Stock,000009,,
3158,,,,,,,,,,,,
3159,BBG00H2RCQ63,CHINA BESTER GROUP TELECOM-A,603220,CH,BBG00H2RCQ63,Common Stock,Equity,BBG00H2RCQ90,Common Stock,603220,,
3160,BBG00H8W60Z8,CHINA BIOLOGIC PRODUCTS HOLD,CBPO1EUR,XS,BBG00H8W60H8,Common Stock,Equity,BBG00H6YFFG4,Common Stock,CBPO1EUR,,
3161,,,,,,,,,,,,
3162,BBG000M9NN81,CHINA BLUECHEMICAL LTD - H,CBLUF,US,BBG000M9NN81,Common Stock,Equity,BBG001SQ9848,Common Stock,CBLUF,,
3163,BBG000DYMVM3,CHINA CALXON GROUP CO LTD-A,000918,CH,BBG000DYMVM3,Common Stock,Equity,BBG001SJWG77,Common Stock,000918,,
3164,BBG000PTJZG3,CHINA CARBON GRAPHITE GROUP,CHGI,US,BBG000PTJZG3,Common Stock,Equity,BBG001SRDV40,Common Stock,CHGI,,
3165,,,,,,,,,,,,
3166,BBG000PYRBK1,CHINA CHEMICAL CORP,CHCC,US,BBG000PYRBK1,Common Stock,Equity,BBG001T64QB8,Common Stock,CHCC,,
3167,BBG000MMCLN1,CHINA CLEAN ENERGY INC,CCGY,US,BBG000MMCLN1,Common Stock,Equity,BBG001SQCRP9,Common Stock,CCGY,,
3168,,,,,,,,,,,,
3169,BBG000NYJKS4,CHINA COAL ENERGY CO-H,1898,HK,BBG000NYJKL1,Common Stock,Equity,BBG001SQSS43,Common Stock,1898,,
3170,BBG000C4CBM5,CHINA COAL XINJI ENERGY CO-A,601918,CH,BBG000C4CBM5,Common Stock,Equity,BBG001SLCRL4,Common Stock,601918,,
3171,BBG005NL89F2,CHINA CONCH VENTURE HOLDINGS,586,HK,BBG005NL89D4,Common Stock,Equity,BBG005NL89K6,Common Stock,586,,
3172,BBG000BN7589,CHINA CRESCENT ENTERPRISES,CCTR,US,BBG000BN7589,Common Stock,Equity,BBG001SB74G9,Common Stock,CCTR,,
3173,,,,,,,,,,,,
3174,BBG0018K9CC5,CHINA DATANG CORP RENEWABL-H,1798,HK,BBG0018K9CB6,Common Stock,Equity,BBG001TF8TJ0,Common Stock,1798,,
3175,BBG000QS9QR3,CHINA DEVELOPMENT BANK INTER,1062,HK,BBG000QS9Q66,Common Stock,Equity,BBG001SNKX56,Common Stock,1062,,
3176,BBG000TFL643,CHINA DONGXIANG GROUP CO,3818,HK,BBG000TFL5Y2,Common Stock,Equity,BBG001T01BD5,Common Stock,3818,,
3177,BBG00JDXTJX2,CHINA EDUCATION GROUP HOLDIN,839,HK,BBG00JDXTJW3,Common Stock,Equity,BBG00JDXTJY1,Common Stock,839,,
3178,BBG000C13P22,CHINA EDUCATION RESOURCES IN,CHN,CN,BBG000C13P22,Common Stock,Equity,BBG001SFQHQ9,Common Stock,CHN,,
3179,,,,,,,,,,,,
3180,BBG000BBX3H1,CHINA ENERGINE INTERNATIONAL,1185,HK,BBG000BBX390,Common Stock,Equity,BBG001S66HX3,Common Stock,1185,,
3181,BBG00BKSPTK8,CHINA ENERGY ENGINEERING C-H,3996,HK,BBG00BKSPTJ0,Common Stock,Equity,BBG00BKSPTL7,Common Stock,3996,,
3182,BBG000CGNS76,CHINA ENERGY RECOVERY INC,CGYV,US,BBG000CGNS76,Common Stock,Equity,BBG001SLY0X6,Common Stock,CGYV,,
3183,BBG000BG0CG7,CHINA ENTERPRISE CO LTD - A,600675,CH,BBG000BG0CG7,Common Stock,Equity,BBG001S7MJC2,Common Stock,600675,,
3184,BBG000BHKZM5,CHINA ENTERPRISES LTD,CSHEF,US,BBG000BHKZM5,Common Stock,Equity,BBG001S7CZ64,Common Stock,CSHEF,,
3185,BBG001R0MC06,CHINA EVERBRIGHT BANK CO L-H,6818,HK,BBG000GN4TY6,Common Stock,Equity,BBG001SQSDG3,Common Stock,6818,,
3186,BBG000QP2VK2,CHINA EVERBRIGHT BANK CO-A,601818,CH,BBG000QP2VK2,Common Stock,Equity,BBG001T9D5T9,Common Stock,601818,,
3187,BBG00D2SB834,CHINA EVERBRIGHT GREENTECH L,1257,HK,BBG00D2SB825,Common Stock,Equity,BBG00D2SB816,Common Stock,1257,,
3188,BBG000BJ4L59,CHINA EVERBRIGHT WATER LTD,BIU2,GR,BBG000BJ4L59,Common Stock,Equity,BBG001S8CTW7,Common Stock,BIU2,,
3189,BBG000QX6VV9,CHINA EVERGRANDE GROUP,3333,HK,BBG000QX6TZ0,Common Stock,Equity,BBG001SST0Z5,Common Stock,3333,,
3190,BBG000P65Z78,CHINA FANGDA GROUP CO LTD-A,000055,CH,BBG000P65Z78,Common Stock,Equity,BBG001SJW9M6,Common Stock,000055,,
3191,BBG006NC7ZW4,CHINA FILM CO LTD-A,600977,CH,BBG006NC7ZW4,Common Stock,Equity,BBG006NC7ZX3,Common Stock,600977,,
3192,BBG000PFC745,CHINA FINANCIAL LEASING GRP,2312,HK,BBG000PFC6Z3,Common Stock,Equity,BBG001SL9T70,Common Stock,2312,,
3193,BBG0027Z90J0,CHINA FIRST CAPITAL GROUP LT,1269,HK,BBG0027Z90H2,Common Stock,Equity,BBG0027Z90K8,Common Stock,1269,,
3194,BBG000KLTX97,CHINA FISHERY GROUP LTD,CFG,SP,BBG000KLTW62,Common Stock,Equity,BBG001SPT7G7,Common Stock,CFG,,
3195,,,,,,,,,,,,
3196,BBG000DZTDQ9,CHINA FORTUNE LAND DEVELOP-A,600340,CH,BBG000DZTDQ9,Common Stock,Equity,BBG001SGMC91,Common Stock,600340,,
3197,,,,,,,,,,,,
3198,BBG000C3L9B4,CHINA FUND INC,CHN,US,BBG000C3L9B4,Closed-End Fund,Equity,BBG001S6HMG9,Mutual Fund,CHN,,
3199,BBG004JC5VD6,CHINA GALAXY SECURITIES CO-H,6881,HK,BBG000BDDXC8,Common Stock,Equity,BBG001S6V963,Common Stock,6881,,
3200,BBG000BFJHK3,CHINA GEM HOLDINGS LTD,1191,HK,BBG000BFJH05,Common Stock,Equity,BBG001S61GM2,Common Stock,1191,,
3201,BBG000BQN7W3,CHINA GENGSHENG MINERALS INC,CHGS,US,BBG000BQN7W3,Common Stock,Equity,BBG001SCDFW7,Common Stock,CHGS,,
3202,,,,,,,,,,,,
3203,BBG00MVMG5J9,CHINA GINGKO EDUCATION GROUP,1851,HK,BBG00MVMG5H1,Common Stock,Equity,BBG00MVMG5K7,Common Stock,1851,,
3204,,,,,,,,,,,,
3205,BBG000BDVS66,CHINA GLASS HOLDINGS LTD,3300,HK,BBG000BDVRK2,Common Stock,Equity,BBG001S8GXL6,Common Stock,3300,,
3206,BBG000HNBTD0,CHINA GOLD INTERNATIONAL RES,CGG,CN,BBG000HNBTD0,Common Stock,Equity,BBG001SHRZW7,Common Stock,CGG,,
3207,BBG00D7J6N96,CHINA GOLDEN CLASSIC GROUP L,8281,HK,BBG00D7J6N78,Common Stock,Equity,BBG00D7J6N87,Common Stock,8281,,
3208,BBG000D5F435,CHINA GREEN AGRICULTURE INC,CGA,US,BBG000D5F435,Common Stock,Equity,BBG001S7HL24,Common Stock,CGA,,
3209,BBG000GTVWW8,CHINA GREEN HOLDINGS LTD,904,HK,BBG000GTVW85,Common Stock,Equity,BBG001SHFFW4,Common Stock,904,,
3210,BBG001R155P1,CHINA HANKING HOLDINGS LTD,3788,HK,BBG001R155N3,Common Stock,Equity,BBG001V1Y3Q8,Common Stock,3788,,
3211,BBG000NVSRJ5,CHINA HEALTH INDUSTRIES HOLD,CHHE,US,BBG000NVSRJ5,Common Stock,Equity,BBG001SQRCN8,Common Stock,CHHE,,
3212,BBG000CYZ431,CHINA HOLDINGS INC,CHHL,US,BBG000CYZ431,Common Stock,Equity,BBG001SM99S9,Common Stock,CHHL,,
3213,BBG000DL17Q3,CHINA HONG KONG PHOTO PRODUC,1123,HK,BBG000DL17B9,Common Stock,Equity,BBG001S88VM8,Common Stock,1123,,
3214,BBG001DMCGS5,CHINA HONGQIAO GROUP LTD,1378,HK,BBG001DMCGR6,Common Stock,Equity,BBG001TSSPX2,Common Stock,1378,,
3215,BBG000P3FQZ3,CHINA HUARONG ENERGY CO LTD,1101,HK,BBG000P3FQ92,Common Stock,Equity,BBG001T5H0X9,Common Stock,1101,,
3216,BBG00B6SFZY6,CHINA HUISHAN DAIRY HOLDINGS,6863EUR,XS,BBG00B6SFZG6,Common Stock,Equity,BBG00580KCJ0,Common Stock,6863EUR,,
3217,BBG000P1K1K2,CHINA INNOVATION INVESTMENT,1217,HK,BBG000P1K0S6,Common Stock,Equity,BBG001SF6GW6,Common Stock,1217,,
3218,,,,,,,,,,,,
3219,BBG000C3LS68,CHINA INTERNATIONAL HOLDINGS,CHIH,SP,BBG000C3LRZ8,Common Stock,Equity,BBG001SDG867,Common Stock,CHIH,,
3220,BBG003Q979Z0,CHINA INTERNATIONAL MARINE-H,2039,HK,BBG003Q8C3M3,Common Stock,Equity,BBG003Q8C3P0,Common Stock,2039,,
3221,BBG000DTQ4S4,CHINA INVESTMENT DEVELOPMENT,204,HK,BBG000DTQ495,Common Stock,Equity,BBG001SGK4M6,Common Stock,204,,
3222,BBG0081W0HM8,CHINA JICHENG HOLDINGS LTD,1027,HK,BBG0081W0HK0,Common Stock,Equity,BBG0081W0HL9,Common Stock,1027,,
3223,BBG000BYML92,CHINA JINMAO HOLDINGS GROUP,817,HK,BBG000BYML29,Common Stock,Equity,BBG001SJSCV4,Common Stock,817,,
3224,BBG000BFJ5W6,CHINA JUSHI CO LTD -A,600176,CH,BBG000BFJ5W6,Common Stock,Equity,BBG001S76H70,Common Stock,600176,,
3225,BBG000FVM063,CHINA KANGDA FOOD CO LTD,CKANG,SP,BBG000FVLZC0,Common Stock,Equity,BBG001SNR417,Common Stock,CKANG,,
3226,BBG00N2DXYM3,CHINA KEPEI EDUCATION GROUP,1890,HK,BBG00N2DXYL4,Common Stock,Equity,BBG00N2DXYN2,Common Stock,1890,,
3227,BBG000R0FW75,CHINA LESSO GROUP HOLDINGS L,2128,HK,BBG000R0FVS4,Common Stock,Equity,BBG001T8VJ39,Common Stock,2128,,
3228,BBG000DCR883,CHINA LIFE INSURANCE CO-H,CHL,GR,BBG000DCR883,Common Stock,Equity,BBG001SGXPY2,Common Stock,CHL,,
3229,BBG000P3FSH9,CHINA LILANG LTD,1234,HK,BBG000P3FRX3,Common Stock,Equity,BBG001T5H103,Common Stock,1234,,
3230,,,,,,,,,,,,
3231,BBG000Q6ZQ83,CHINA LONGEVITY GROUP CO LTD,1863,HK,BBG000Q6ZPX7,Common Stock,Equity,BBG001T6MPN7,Common Stock,1863,,
3232,BBG005CF4TV9,CHINA LUDAO TECHNOLOGY CO LT,2023,HK,BBG005CF4TT2,Common Stock,Equity,BBG005CF4TX7,Common Stock,2023,,
3233,BBG00JRGMN80,CHINA MACHINERY ENGINEERIN-H,1829HKD,XB,BBG00JRGMN71,Common Stock,Equity,BBG001TYPL25,Common Stock,1829HKD,,
3234,,,,,,,,,,,,
3235,BBG000DGC185,CHINA MARINE FOOD GROUP LTD,CMFO,US,BBG000DGC185,Common Stock,Equity,BBG001SJ8FR4,Common Stock,CMFO,,
3236,,,,,,,,,,,,
3237,BBG000Q7NWC6,CHINA MEDICINE CORP,CHME,US,BBG000Q7NWC6,Common Stock,Equity,BBG001SRW9J2,Common Stock,CHME,,
3238,BBG000BH73V1,CHINA MEHECO CO LTD -A,600056,CH,BBG000BH73V1,Common Stock,Equity,BBG001S7V2M8,Common Stock,600056,,
3239,BBG005MDCCJ5,CHINA MEIDONG AUTO HOLDINGS,1268,HK,BBG005MDCCH7,Common Stock,Equity,BBG005MDCCK3,Common Stock,1268,,
3240,BBG000PXTGY5,CHINA MENGNIU DAIRY CO,2319,HK,BBG000PXTGG5,Common Stock,Equity,BBG001SLX9R5,Common Stock,2319,,
3241,BBG000DVBDD1,CHINA MERCHANTS BANK-H,M4B,GR,BBG000DVBDD1,Common Stock,Equity,BBG001SPNK29,Common Stock,M4B,,
3242,BBG000MY4GR1,CHINA MERCHANTS ENERGY -A,601872,CH,BBG000MY4GR1,Common Stock,Equity,BBG001SQG5Q2,Common Stock,601872,,
3243,BBG000P6HDH3,CHINA MERCHANTS PROPERTY O-A,001914,CH,BBG000P6HDH3,Common Stock,Equity,BBG001SJWLK1,Common Stock,001914,,
3244,BBG00DX062M9,CHINA MERCHANTS SECURITIES-H,6099,HK,BBG00DX062L0,Common Stock,Equity,BBG00DX062N8,Common Stock,6099,,
3245,BBG000C2RWB9,CHINA MINING INTERNATIONAL,SUNS,SP,BBG000C2RVQ5,Common Stock,Equity,BBG001SL0QP5,Common Stock,SUNS,,
3246,BBG000GBWRG5,CHINA MINMETALS RARE EARTH-A,000831,CH,BBG000GBWRG5,Common Stock,Equity,BBG001SJWMZ3,Common Stock,000831,,
3247,BBG000DHR8R1,CHINA MINSHENG BANKING COR-H,1988,HK,BBG000DHR846,Common Stock,Equity,BBG001SHJWR9,Common Stock,1988,,
3248,BBG0018VNPG2,CHINA MODERN DAIRY HOLDINGS,1117,HK,BBG0018VNPF3,Common Stock,Equity,BBG001TFMFH6,Common Stock,1117,,
3249,BBG000BZFMV0,CHINA NATIONAL ACCORD MEDI-A,000028,CH,BBG000BZFMV0,Common Stock,Equity,BBG001SJWNT8,Common Stock,000028,,
3250,BBG000BLBWT6,CHINA NATIONAL BUILDING MA-H,3323,HK,BBG000BLBW16,Common Stock,Equity,BBG001SD6S91,Common Stock,3323,,
3251,BBG000P6HCC0,CHINA NATIONAL CHEMICAL-A,601117,CH,BBG000P6HCC0,Common Stock,Equity,BBG001T5JQL3,Common Stock,601117,,
3252,BBG000PKBFT0,CHINA NATIONAL MEDICINES-A,600511,CH,BBG000PKBFT0,Common Stock,Equity,BBG001SLDH53,Common Stock,600511,,
3253,BBG002Q2VMR0,CHINA NATIONAL NUCLEAR POW-A,601985,CH,BBG002Q2VMR0,Common Stock,Equity,BBG002Q2VMS9,Common Stock,601985,,
3254,BBG000BYZ1T0,CHINA NATIONAL SOFTWARE -A,600536,CH,BBG000BYZ1T0,Common Stock,Equity,BBG001SD4V87,Common Stock,600536,,
3255,BBG000BX3NJ0,CHINA NATURAL RESOURCES INC,CHNR,US,BBG000BX3NJ0,Common Stock,Equity,BBG001S79DX7,Common Stock,CHNR,,
3256,BBG000GMZQQ9,CHINA NETCOM TECHNOLOGY HOLD,8071,HK,BBG000GMZPZ1,Common Stock,Equity,BBG001SF08Y8,Common Stock,8071,,
3257,BBG000KKWW60,CHINA NETWORK MEDIA INC,CNNM,US,BBG000KKWW60,Common Stock,Equity,BBG001T40PF5,Common Stock,CNNM,,
3258,BBG000RLJ5K9,CHINA NETWORKS INTERNATIONAL,CNWHF,US,BBG000RLJ5K9,Common Stock,Equity,BBG001STV8J1,Common Stock,CNWHF,,
3259,BBG000QTHN26,CHINA NEW BORUN CORP-ADR,BORNY,US,BBG000QTHN26,ADR,Equity,BBG001T8LGX3,Depositary Receipt,BORNY,,
3260,BBG0017RZ2N2,CHINA NEW TOWN DEVELOPMENT,1278,HK,BBG0017RZ2M3,Common Stock,Equity,BBG001T06TB3,Common Stock,1278,,
3261,BBG000CLL586,CHINA NONFERROUS GOLD LTD,CNG,PZ,BBG000CLL4Z9,Common Stock,Equity,BBG001SFJXW5,Common Stock,CNG,,
3262,,,,,,,,,,,,
3263,BBG002ZGM195,CHINA NONFERROUS MINING CORP,1258,HK,BBG002ZGM186,Common Stock,Equity,BBG002ZGM1B2,Common Stock,1258,,
3264,BBG001M282S5,CHINA NT PHARMA GROUP CO LTD,1011,HK,BBG001M282R6,Common Stock,Equity,BBG001V0ZG53,Common Stock,1011,,
3265,BBG000BGLRT7,CHINA NUCLEAR ENERGY TECHNOL,611,HK,BBG000BGLR80,Common Stock,Equity,BBG001S770N8,Common Stock,611,,
3266,BBG000QRGRN9,CHINA NUCLEAR ENGINEERING -A,601611,CH,BBG000QRGRN9,Common Stock,Equity,BBG001T8J0L4,Common Stock,601611,,
3267,BBG000BFLDR2,CHINA OCEANWIDE HOLDINGS LTD,715,HK,BBG000BFLDC8,Common Stock,Equity,BBG001S6RZR7,Common Stock,715,,
3268,BBG000PH54R1,CHINA OILFIELD SERVICES-H,2883,HK,BBG000PH53K0,Common Stock,Equity,BBG001SLC4P1,Common Stock,2883,,
3269,BBG000KVB7C7,CHINA PACIFIC INSURANCE GR-H,2601,HK,BBG000KVB6S2,Common Stock,Equity,BBG001T1LPC1,Common Stock,2601,,
3270,BBG009J53XW7,CHINA PARENTING NETWORK HOLD,1736,HK,BBG009J53XV8,Common Stock,Equity,BBG009J53XT1,Common Stock,1736,,
3271,BBG00B3Y5RZ4,CHINA PARTYTIME CULTURE HOLD,1532,HK,BBG00B3Y5RY5,Common Stock,Equity,BBG00B3Y5RX6,Common Stock,1532,,
