new_index,figi,name,ticker,exchCode,compositeFIGI,securityType,marketSector,shareClassFIGI,securityType2,securityDescription,uniqueID,uniqueIDFutOpt
9269,BBG00GW2KTT7,LYDALL INC,LDLEUR,XS,BBG00GW2KTB6,Common Stock,Equity,BBG001S5SQZ9,Common Stock,LDLEUR,,
9270,BBG00F9Q3ZR9,LYDIAN INTERNATIONAL LTD,LYDEUR,XS,BBG00F9Q3Z80,Common Stock,Equity,BBG001SNL2N3,Common Stock,LYDEUR,,
9271,BBG004M9ZHX5,LYFT INC-A,LYFT,US,BBG004M9ZHX5,Common Stock,Equity,BBG004M9ZHY4,Common Stock,LYFT,,
9272,BBG000CVSPG4,LYKA LABS LTD,LYKA,IN,BBG000CVSPG4,Common Stock,Equity,BBG001S83YR2,Common Stock,LYKA,,
9273,BBG000BJ63N7,LYONS BANCORP INC,LYBC,US,BBG000BJ63N7,Common Stock,Equity,BBG001S7SRZ3,Common Stock,LYBC,,
9274,BBG000N8R4N3,LYRIC JEANS INC,LYJN,US,BBG000N8R4N3,Common Stock,Equity,BBG001SKP8T6,Common Stock,LYJN,,
9275,BBG000QRVRB5,LYXOR MSCI INDIA,LYINR,SW,BBG000QRVRB5,ETP,Equity,BBG001SSJ0J4,Mutual Fund,LYINR,,
9276,BBG000D9KWL9,M & T BANK CORP,MTB,US,BBG000D9KWL9,Common Stock,Equity,BBG001S7S2B4,Common Stock,MTB,,
9277,BBG00GCQ0ND8,M K PROTEINS LTD,MKPL,IN,BBG00GCQ0ND8,Common Stock,Equity,BBG00GCQ0NK0,Common Stock,MKPL,,
9278,BBG000R3KT98,M LINE HOLDINGS INC,MLHC,US,BBG000R3KT98,Common Stock,Equity,BBG001T62MN6,Common Stock,MLHC,,
9279,BBG000PV6P10,M WINKWORTH PLC,WINK,LN,BBG000PV6NV2,Common Stock,Equity,BBG001T60VT2,Common Stock,WINK,,
9280,BBG002N4C114,M-UP HOLDINGS INC,3661,JP,BBG002N4C114,Common Stock,Equity,BBG002N4C1J5,Common Stock,3661,,
9281,BBG000R3VPJ3,MAAN ALUMINIUM LTD,MALU,IN,BBG000R3VPJ3,Common Stock,Equity,BBG001ST2S63,Common Stock,MALU,,
9282,BBG000BLW371,MABUCHI MOTOR CO LTD,6592,JP,BBG000BLW371,Common Stock,Equity,BBG001S6FN88,Common Stock,6592,,
9283,,,,,,,,,,,,
9284,BBG000BHXPK5,MACATAWA BANK CORP,MCBC,US,BBG000BHXPK5,Common Stock,Equity,BBG001S7SKV2,Common Stock,MCBC,,
9285,BBG000DLNSW6,MACAU CAPITAL INVESTMENTS,MCIM,US,BBG000DLNSW6,Common Stock,Equity,BBG001S89HR3,Common Stock,MCIM,,
9286,BBG004P25CW2,MACAU LEGEND DEVELOPMENT LTD,1680,HK,BBG000R1YQR3,Common Stock,Equity,BBG001SSZKQ4,Common Stock,1680,,
9287,BBG000CLT1W0,MACDONALD MINES EXPLORATION,BMK,CN,BBG000CLT1W0,Common Stock,Equity,BBG001S82F21,Common Stock,BMK,,
9288,BBG000BDSGG5,MACFARLANE GROUP PLC,MACF,LN,BBG000BDSFT3,Common Stock,Equity,BBG001S62LX8,Common Stock,MACF,,
9289,BBG00JB5M0T8,MACKENZIE CANADIAN ST FIXED,MCSB,CN,BBG00JB5M0T8,ETP,Equity,BBG00JB5M214,Mutual Fund,MCSB,,
9290,BBG00JSLQSR2,MACKENZIE CHINA A-SHARES CSI,QCH,CN,BBG00JSLQSR2,ETP,Equity,BBG00JSLQTN4,Mutual Fund,QCH,,
9291,,,,,,,,,,,,
9292,BBG000BC5SW8,MACMAHON HOLDINGS LTD,MAH,AU,BBG000BC5SW8,Common Stock,Equity,BBG001S6MS89,Common Stock,MAH,,
9293,BBG0087C9NZ0,MACNICA FUJI ELECTRONICS HOL,3132,JP,BBG0087C9NZ0,Common Stock,Equity,BBG0087C9P03,Common Stock,3132,,
9294,BBG000LJQ3H1,MACOM TECHNOLOGY SOLUTIONS H,MTSI,US,BBG000LJQ3H1,Common Stock,Equity,BBG001T4BB37,Common Stock,MTSI,,
9295,,,,,,,,,,,,
9296,BBG000076Y02,MACQUARIE FINANCE LTD,MQGAU F PERP,AUSTRALIA,,AUSTRALIAN,Corp,,Corp,MQGAU Float PERP,,
9297,BBG00KVQTVD9,MACQUARIE GROUP LTD,MQGAU F PERP MCN3,AUSTRALIA,,PUBLIC,Pfd,,Preferred Stock,MQGAU 3.29366 PERP,,
9298,BBG00BJKW683,MACQUARIE GROUP LTD,MQGAU F PERP MCN2,AUSTRALIA,,PUBLIC,Pfd,,Preferred Stock,MQGAU 3.29366 PERP,,
9299,BBG00BJKW683,MACQUARIE GROUP LTD,MQGAU F PERP MCN2,AUSTRALIA,,PUBLIC,Pfd,,Preferred Stock,MQGAU 3.29366 PERP,,
9300,,,,,,,,,,,,
9301,BBG003M3TC95,MACQUARIE MEXICO REAL ESTATE,FIBRAMQ,MM,BBG003M3TC95,REIT,Equity,BBG003M3TCC1,REIT,FIBRAMQ,,
9302,BBG000DC9856,MACQUARIE TELECOM GROUP LTD,MAQ,AU,BBG000DC9856,Common Stock,Equity,BBG001SD7GP8,Common Stock,MAQ,,
9303,BBG00JHWR429,MACRO ENTERPRISES INC,MCR2EUR,XB,BBG00JHWR410,Common Stock,Equity,BBG001S62T25,Common Stock,MCR2EUR,,
9304,BBG000BM2SF8,MACROGENICS INC,MGNX,US,BBG000BM2SF8,Common Stock,Equity,BBG001S9C8R7,Common Stock,MGNX,,
9305,BBG000P6B050,MACROLINK CULTURALTAINMENT-A,000620,CH,BBG000P6B050,Common Stock,Equity,BBG001SJWFH8,Common Stock,000620,,
9306,BBG005PD76B9,MACROMILL INC,3978,JP,BBG005PD76B9,Common Stock,Equity,BBG005PD76C8,Common Stock,3978,,
9307,BBG000BMZ9S0,MAD CATZ INTERACTIVE INC,MCZAF,US,BBG000BMZ9S0,Common Stock,Equity,BBG001S86KK6,Common Stock,MCZAF,,
9308,BBG001WQTS10,MADAGASCAR OIL LTD,MROIF,US,BBG001WQTS10,Common Stock,Equity,BBG001T3GBC4,Common Stock,MROIF,,
9309,BBG00J5H0CN3,MADARA COSMETICS AS,MDARA,LR,BBG00J5H0CN3,Common Stock,Equity,BBG00J5H0CS8,Common Stock,MDARA,,
9310,BBG000G8YCL7,MADHUCON PROJECTS LTD,MDHPJ,IN,BBG000G8YCL7,Common Stock,Equity,BBG001S8SDS0,Common Stock,MDHPJ,,
9311,BBG001QJ8RF3,MADHYA BHARAT AGRO PRODUCTS,MBAP,IN,BBG001QJ8RF3,Common Stock,Equity,BBG001V1GX73,Common Stock,MBAP,,
9312,BBG002YJFKQ7,MADISON COUNTY FINANCIAL INC,MCBK,US,BBG002YJFKQ7,Common Stock,Equity,BBG002YJFLG6,Common Stock,MCBK,,
9313,BBG00B3Y3PX2,MADISON HOLDINGS GROUP LTD,8057,HK,BBG00B3Y3PV4,Common Stock,Equity,BBG00B3Y3PW3,Common Stock,8057,,
9314,BBG007FG0C23,MADISON SQUARE GARDEN SPORTS,MSGS,US,BBG007FG0C23,Common Stock,Equity,BBG007FG0C32,Common Stock,MSGS,,
9315,BBG000C9CS65,MADISON TECHNOLOGIES INC,MDEX,US,BBG000C9CS65,Common Stock,Equity,BBG001SF6FR4,Common Stock,MDEX,,
9316,BBG000BX5WD4,MADRAS FERTILIZERS LTD,MDF,IN,BBG000BX5WD4,Common Stock,Equity,BBG001SB2J99,Common Stock,MDF,,
9317,BBG000QS6NV8,MADRIGAL PHARMACEUTICALS INC,MDGL,US,BBG000QS6NV8,Common Stock,Equity,BBG001SNKQ42,Common Stock,MDGL,,
9318,BBG000BBN1C1,MAG SILVER CORP,MAG,CN,BBG000BBN1C1,Common Stock,Equity,BBG001S631Z9,Common Stock,MAG,,
9319,BBG00G9K1295,MAGADH SUGAR & ENERGY LTD,MGDH,IN,BBG00G9K1295,Common Stock,Equity,BBG00G9K12B2,Common Stock,MGDH,,
9320,BBG000F1M8C5,MAGELLAN AEROSPACE CORP,MAL,CN,BBG000F1M8C5,Common Stock,Equity,BBG001S99G39,Common Stock,MAL,,
9321,BBG000N890K4,MAGELLAN FINANCIAL GROUP LTD,MFG,AU,BBG000N890K4,Common Stock,Equity,BBG001SKP2Y3,Common Stock,MFG,,
9322,BBG001CK2LB8,MAGELLAN GOLD CORP,MAGE,US,BBG001CK2LB8,Common Stock,Equity,BBG001TXNPK0,Common Stock,MAGE,,
9323,BBG00KD8ZLX2,MAGELLAN HEALTH INC,MGLNUSD,XS,BBG00KD8ZLF2,Common Stock,Equity,BBG001S6RWC0,Common Stock,MGLNUSD,,
9324,BBG000BCJXW2,MAGELLAN MIDSTREAM PARTNERS,MMP,US,BBG000BCJXW2,MLP,Equity,BBG001S731Q7,Partnership Shares,MMP,,
9325,BBG00FB2NPZ0,MAGENTA THERAPEUTICS INC,MGTA,US,BBG00FB2NPZ0,Common Stock,Equity,BBG00FB2NQ15,Common Stock,MGTA,,
9326,BBG0042QK838,MAGICSTEM GROUP CORP,MGGI,US,BBG0042QK838,Common Stock,Equity,BBG0042QK8V7,Common Stock,MGGI,,
9327,BBG00FZGC6Z7,MAGMATIC RESOURCES LTD,MAG,AU,BBG00FZGC6Z7,Common Stock,Equity,BBG00FZGC721,Common Stock,MAG,,
9328,BBG00L074DW9,MAGNA GOLD CORP,MGR,CN,BBG00L074DW9,Common Stock,Equity,BBG00L074FW4,Common Stock,MGR,,
9329,BBG000BNLPJ7,MAGNA INTERNATIONAL INC,MGA,US,BBG000BNLPJ7,Common Stock,Equity,BBG001S5SY91,Common Stock,MGA,,
9330,BBG000C3TSN1,MAGNA POLONIA SA,06N,PW,BBG000C3TS51,Common Stock,Equity,BBG001SFYCC6,Common Stock,06N,,
9331,BBG000BC4KT0,MAGNA TERRA MINERALS INC,MTT,CN,BBG000BC4KT0,Common Stock,Equity,BBG001S5ZS87,Common Stock,MTT,,
9332,BBG000BD28H0,MAGNETIC RESOURCES NL,MGT,GR,BBG000BD28H0,Common Stock,Equity,BBG001S7VNF0,Common Stock,MGT,,
9333,BBG000BDVN21,MAGNETITE MINES LTD,MGT,AU,BBG000BDVN21,Common Stock,Equity,BBG001S73S51,Common Stock,MGT,,
9334,BBG000BS6525,MAGNIS ENERGY TECHNOLOGIES L,MNS,AU,BBG000BS6525,Common Stock,Equity,BBG001SHC0N0,Common Stock,MNS,,
9335,BBG00GNC8DL2,MAGNOLIA OIL & GAS CORP - A,MGY,US,BBG00GNC8DL2,Common Stock,Equity,BBG00GNC8DM1,Common Stock,MGY,,
9336,BBG000F8XGR4,MAGNUM VENTURES LTD,MAG,IN,BBG000F8XGR4,Common Stock,Equity,BBG001SNGMY3,Common Stock,MAG,,
9337,BBG000BYLGC0,MAGNUS ENERGY GROUP LTD,MAGE,SP,BBG000BYLG30,Common Stock,Equity,BBG001SCYVL1,Common Stock,MAGE,,
9338,,,,,,,,,,,,
9339,BBG000BQD095,MAGYAR BANCORP INC,MGYR,US,BBG000BQD095,Common Stock,Equity,BBG001SGD7G4,Common Stock,MGYR,,
9340,BBG000DM7XW1,MAGYAR TELEKOM TELECOMMUNICA,MGYB,GR,BBG000DM7XW1,Common Stock,Equity,BBG001S89857,Common Stock,MGYB,,
9341,BBG000D6LHS0,MAHAMAYA STEEL INDUSTRIES,MSIN,IN,BBG000D6LHS0,Common Stock,Equity,BBG001S85VX9,Common Stock,MSIN,,
9342,BBG001CK5HV2,MAHANAGAR GAS LTD,MAHGL,IN,BBG001CK5HV2,Common Stock,Equity,BBG001TXRK81,Common Stock,MAHGL,,
9343,BBG000CVZLN7,MAHANAGAR TELEPHONE NIGAM,MTNL,IN,BBG000CVZLN7,Common Stock,Equity,BBG001S83ZW3,Common Stock,MTNL,,
9344,BBG000CW0T01,MAHARASHTRA SCOOTERS LTD,MHSC,IN,BBG000CW0T01,Common Stock,Equity,BBG001S84004,Common Stock,MHSC,,
9345,BBG000CW0WP7,MAHARASHTRA SEAMLESS LTD,MHS,IN,BBG000CW0WP7,Common Stock,Equity,BBG001S63768,Common Stock,MHS,,
9346,BBG00FP7V3S2,MAHESHWARI LOGISTICS LTD,MLL,IN,BBG00FP7V3S2,Common Stock,Equity,BBG00FP7V3Y5,Common Stock,MLL,,
9347,BBG00KRW3FV4,MAHICKRA CHEMICALS LTD,MAHICKRA,IN,BBG00KRW3FV4,Common Stock,Equity,BBG00KRW3G06,Common Stock,MAHICKRA,,
9348,BBG000BKW6G6,MAHINDRA & MAHINDRA LTD,MM,IN,BBG000BKW6G6,Common Stock,Equity,BBG001S84086,Common Stock,MM,,
9349,BBG000NZY5R8,MAHINDRA CIE AUTOMOTIVE LTD,MACA,IN,BBG000NZY5R8,Common Stock,Equity,BBG001SQTDF3,Common Stock,MACA,,
9350,BBG002PVRZM8,MAHINDRA LOGISTICS LTD,MAHLOG,IN,BBG002PVRZM8,Common Stock,Equity,BBG002PVRZN7,Common Stock,MAHLOG,,
9351,BBG00GX2F5M1,MAIDEN HOLDING LTD,MHLD 6.7 PERP D,NEW YORK,,PUBLIC,Pfd,,Preferred Stock,MHLD 6.7 PERP,,
9352,BBG00GX2F5M1,MAIDEN HOLDING LTD,MHLD 6.7 PERP D,NEW YORK,,PUBLIC,Pfd,,Preferred Stock,MHLD 6.7 PERP,,
9353,BBG00GX2F5M1,MAIDEN HOLDING LTD,MHLD 6.7 PERP D,NEW YORK,,PUBLIC,Pfd,,Preferred Stock,MHLD 6.7 PERP,,
9354,BBG00D20LFR2,MAIDEN HOLDING LTD,MHLD 6.625 06/14/46,NEW YORK,,PUBLIC,Pfd,,Preferred Stock,MHLD 6 5/8 06/14/46,,
9355,BBG005M48W79,MAIDEN HOLDINGS NA LTD,MHLD 7.75 12/01/43,NEW YORK,,PUBLIC,Pfd,,Preferred Stock,MHLD 7 3/4 12/01/43,,
9356,,,,,,,,,,,,
9357,BBG000JTCNH3,MAIER & PARTNER AG,MPR,EO,BBG000JTCNH3,Common Stock,Equity,BBG001S6L198,Common Stock,MPR,,
9358,BBG000BXT422,MAIN STREET CAPITAL CORP,MAIN,US,BBG000BXT422,Common Stock,Equity,BBG001SJMVT1,Common Stock,MAIN,,
9359,BBG000DS02K6,MAINLAND HEADWEAR HLDGS LTD,1100,HK,BBG000DS01N5,Common Stock,Equity,BBG001SGJ8K1,Common Stock,1100,,
9360,,,,,,,,,,,,
9361,BBG006F3G112,MAINSTAY MEDICAL INTERNATION,MSTYEUR,XS,BBG006F3G0K3,Common Stock,Equity,BBG006887T18,Common Stock,MSTYEUR,,
9362,,,,,,,,,,,,
9363,BBG000QRB2P7,MAINSTREET BANCSHARES INC,MNSB,US,BBG000QRB2P7,Common Stock,Equity,BBG001SNH4N4,Common Stock,MNSB,,
9364,BBG000C315K4,MAINSTREET EQUITY CORP,MEQ,CN,BBG000C315K4,Common Stock,Equity,BBG001SBW5G8,Common Stock,MEQ,,
9365,BBG000QPHYH4,MAINTEL HOLDINGS PLC,MAI,LN,BBG000QPHXZ6,Common Stock,Equity,BBG001SNC5Z3,Common Stock,MAI,,
9366,BBG006TBF2F3,MAISTRO PLC,MAISL,L3,BBG006TBF2D5,Common Stock,Equity,BBG002WJKP00,Common Stock,MAISL,,
9367,BBG000FRNVP2,MAITHAN ALLOYS LTD,MAIT,IN,BBG000FRNVP2,Common Stock,Equity,BBG001T2NX12,Common Stock,MAIT,,
9368,BBG000BFV9C6,MAJEDIE INVESTMENTS PLC-ORD,MAJE,LN,BBG000BFV927,Closed-End Fund,Equity,BBG001S62M20,Mutual Fund,MAJE,,
9369,BBG000BWBHZ8,MAJESTIC GOLD CORP,MJS,CN,BBG000BWBHZ8,Common Stock,Equity,BBG001S8MX57,Common Stock,MJS,,
9370,BBG000C114G6,MAJOR DRILLING GROUP INTL,MDI,CN,BBG000C114G6,Common Stock,Equity,BBG001S7P3G0,Common Stock,MDI,,
9371,BBG005SXYFP7,MAJOR HOLDINGS LTD,1389,HK,BBG005SXYFN9,Common Stock,Equity,BBG005SXYFQ6,Common Stock,1389,,
9372,BBG000PJ0GR5,MAJOR LEAGUE FOOTBALL INC,MLFB,US,BBG000PJ0GR5,Common Stock,Equity,BBG001SR2MR7,Common Stock,MLFB,,
9373,BBG000BB34J0,MAKEMYTRIP LTD,MMYT,US,BBG000BB34J0,Common Stock,Equity,BBG001T4NKS7,Common Stock,MMYT,,
9374,BBG000BLH4Q5,MAKINO MILLING MACHINE CO,6135,JP,BBG000BLH4Q5,Common Stock,Equity,BBG001S6FH90,Common Stock,6135,,
9375,BBG000BLVPB8,MAKITA CORP,6586,JP,BBG000BLVPB8,Common Stock,Equity,BBG001S6FN33,Common Stock,6586,,
9376,BBG000LT2LW8,MAKO MINING CORP,MKO,CN,BBG000LT2LW8,Common Stock,Equity,BBG001SQ4P90,Common Stock,MKO,,
9377,,,,,,,,,,,,
9378,BBG000C16GW6,MALAGA FINANCIAL CORP,MLGF,US,BBG000C16GW6,Common Stock,Equity,BBG001S7PK36,Common Stock,MLGF,,
9379,BBG005PXTR70,MALIBU BOATS INC - A,MBUU,US,BBG005PXTR70,Common Stock,Equity,BBG005PXTR61,Common Stock,MBUU,,
9380,BBG000PGW6K5,MALTERIES FRANCO-BELGES,MALT,FP,BBG000PGW634,Common Stock,Equity,BBG001SKG674,Common Stock,MALT,,
9381,BBG000LBFGX3,MALU PAPER MILLS LTD,MALP,IN,BBG000LBFGX3,Common Stock,Equity,BBG001SQ05T6,Common Stock,MALP,,
9382,BBG000Q447R3,MALVERN BANCORP INC,MB4,GR,BBG000Q447R3,Common Stock,Equity,BBG001SM5958,Common Stock,MB4,,
9383,BBG000BGRWM7,MALVERN INTERNATIONAL PLC,MLVN,LN,BBG000BGRW38,Common Stock,Equity,BBG001S7WN23,Common Stock,MLVN,,
9384,BBG000FK3MC3,MAMAN CARGO TERMINALS & HAND,MMAN,IT,BBG000FK3LY1,Common Stock,Equity,BBG001S8L2T0,Common Stock,MMAN,,
9385,BBG000BPQJQ3,MAMIYA-OP CO LTD,7991,JP,BBG000BPQJQ3,Common Stock,Equity,BBG001S6GV25,Common Stock,7991,,
9386,BBG00P3CNTL2,MAN GROUP PLC/JERSEY,EMG,LN,BBG00NXBMNC0,Common Stock,Equity,BBG00NXBMND9,Common Stock,EMG,,
9387,BBG000CW3PM2,MAN INDUSTRIES (INDIA) LTD,MAN,IN,BBG000CW3PM2,Common Stock,Equity,BBG001S840K2,Common Stock,MAN,,
9388,BBG000R3LCJ3,MAN INFRACONSTRUCTION LTD,MINF,IN,BBG000R3LCJ3,Common Stock,Equity,BBG001ST2CZ6,Common Stock,MINF,,
9389,BBG009F4Z818,MAN KING HOLDINGS LTD,2193,HK,BBG009F4Z7Z3,Common Stock,Equity,BBG009F4Z809,Common Stock,2193,,
9390,BBG000BV0926,MAN SANG INTERNATIONAL LTD,938,HK,BBG000BV08W5,Common Stock,Equity,BBG001SB8S11,Common Stock,938,,
9391,BBG000HZQ111,MAN SE,MAN,XS,BBG000HZMMY3,Common Stock,Equity,BBG001S68X02,Common Stock,MAN,,
9392,BBG00GBVM5T6,MAN SHING GLOBAL HOLDINGS LT,8309,HK,BBG00GBVM5S7,Common Stock,Equity,BBG00GBVM5V3,Common Stock,8309,,
9393,BBG00L9J8JC9,MAN SHUN GROUP HOLDINGS LTD,1746,HK,BBG00L9J8JB0,Common Stock,Equity,BBG00L9J8JD8,Common Stock,1746,,
9394,BBG000Q9C8X4,MAN WAH HOLDINGS LTD,MAWHF,US,BBG000Q9C8X4,Common Stock,Equity,BBG001SRYH48,Common Stock,MAWHF,,
9395,BBG00L758FF6,MANAGEMENT SOLUTIONS CO LTD,7033,JP,BBG00L758FF6,Common Stock,Equity,BBG00L758FG5,Common Stock,7033,,
9396,BBG007LYVYV3,MANAKSIA ALUMINIUM CO LTD,MAALM,IN,BBG007LYVYV3,Common Stock,Equity,BBG007LYVYT6,Common Stock,MAALM,,
9397,BBG007LYVYL4,MANAKSIA STEELS LTD,MASTL,IN,BBG007LYVYL4,Common Stock,Equity,BBG007LYVYM3,Common Stock,MASTL,,
9398,BBG000D5FJF9,MANALI PETROCHEMICALS LTD,MPCH,IN,BBG000D5FJF9,Common Stock,Equity,BBG001S806B3,Common Stock,MPCH,,
9399,,,,,,,,,,,,
9400,BBG000FSN8J8,MANAPPURAM FINANCE LTD,MGFL,IN,BBG000FSN8J8,Common Stock,Equity,BBG001S8MVG9,Common Stock,MGFL,,
9401,BBG000BFRRW9,MANARIS 2010 CORP,AVNY,US,BBG000BFRRW9,Common Stock,Equity,BBG001S8YV67,Common Stock,AVNY,,
9402,,,,,,,,,,,,
9403,BBG0035WV4N9,MANCHESTER UNITED PLC-CL A,MANU,US,BBG0035WV4N9,Common Stock,Equity,BBG0035WV5D7,Common Stock,MANU,,
9404,BBG000DBGJQ3,MANDALAY RESOURCES CORP,MNDJF,US,BBG000DBGJQ3,Common Stock,Equity,BBG001SHZ3L1,Common Stock,MNDJF,,
9405,BBG000BFLKZ7,MANDARIN ORIENTAL INTL LTD,MAND,SP,BBG000BFLK50,Common Stock,Equity,BBG001S6J1V6,Common Stock,MAND,,
9406,BBG000BKB4B9,MANDOM CORP,4917,JP,BBG000BKB4B9,Common Stock,Equity,BBG001S6J3G9,Common Stock,4917,,
9407,BBG000CW5116,MANGALAM CEMENT LTD,MGC,IN,BBG000CW5116,Common Stock,Equity,BBG001S840R5,Common Stock,MGC,,
9408,BBG000F8CL69,MANGALAM DRUGS AND ORGANICS,MDOL,IN,BBG000F8CL69,Common Stock,Equity,BBG001SNG8M7,Common Stock,MDOL,,
9409,BBG000CW56F0,MANGALAM TIMBER PRODUCTS LTD,MGTP,IN,BBG000CW56F0,Common Stock,Equity,BBG001S840T3,Common Stock,MGTP,,
9410,BBG000CW57S4,MANGALORE CHEMICALS & FERT,MCF,IN,BBG000CW57S4,Common Stock,Equity,BBG001S840V0,Common Stock,MCF,,
9411,BBG000FWR770,MANGANESE X ENERGY CORP,MN,CN,BBG000FWR770,Common Stock,Equity,BBG001T2Q716,Common Stock,MN,,
9412,BBG000BFV758,MANHATTAN ASSOCIATES INC,MANH,US,BBG000BFV758,Common Stock,Equity,BBG001S71S35,Common Stock,MANH,,
9413,BBG000C0FQW6,MANHATTAN SCIENTIFICS INC,MHTX,US,BBG000C0FQW6,Common Stock,Equity,BBG001S7FYH2,Common Stock,MHTX,,
9414,BBG000BFB830,MANI INC,7730,JP,BBG000BFB830,Common Stock,Equity,BBG001S7C436,Common Stock,7730,,
9415,BBG000FBV192,MANITEX CAPITAL INC,MNX,CN,BBG000FBV192,Common Stock,Equity,BBG001SDSX32,Common Stock,MNX,,
9416,BBG000L96Q11,MANITEX INTERNATIONAL INC,MNTX,US,BBG000L96Q11,Common Stock,Equity,BBG001SJY1X9,Common Stock,MNTX,,
9417,,,,,,,,,,,,
9418,BBG000BC5TF5,MANITOU BF,MTU,FP,BBG000BC5SG6,Common Stock,Equity,BBG001S68X11,Common Stock,MTU,,
9419,BBG000KV13J0,MANITOU GOLD INC,MTU,CN,BBG000KV13J0,Common Stock,Equity,BBG001T439Z6,Common Stock,MTU,,
9420,BBG000D2M6H4,MANITOWOC COMPANY INC,MTW,US,BBG000D2M6H4,Common Stock,Equity,BBG001S7C7S2,Common Stock,MTW,,
9421,BBG000C24TS3,MANNATECH INC,MTEX,US,BBG000C24TS3,Common Stock,Equity,BBG001SBT652,Common Stock,MTEX,,
9422,BBG001VGY0M5,MANNING & NAPIER INC,MN,US,BBG001VGY0M5,Common Stock,Equity,BBG001VGY1D3,Common Stock,MN,,
9423,BBG000PPL3G9,MANNKIND CORP,MNKD,US,BBG000PPL3G9,Common Stock,Equity,BBG001SLLLY3,Common Stock,MNKD,,
9424,BBG00MPX4Y66,MANOLETE PARTNERS PLC,MANO,LN,BBG00MPX4Y57,Common Stock,Equity,BBG00MPX4Y93,Common Stock,MANO,,
9425,BBG0034Y4RK8,MANPASAND BEVERAGES LTD,MANB,IN,BBG0034Y4RK8,Common Stock,Equity,BBG0034Y4RM6,Common Stock,MANB,,
9426,BBG00PKSN709,MANPOWERGROUP GREATER CHINA,2180,HK,BBG00PKSN6Z3,Common Stock,Equity,BBG00PKSN718,Common Stock,2180,,
9427,BBG000BNMHS4,MANPOWERGROUP INC,MAN,US,BBG000BNMHS4,Common Stock,Equity,BBG001S5SYW5,Common Stock,MAN,,
9428,BBG000BZ3V98,MANSEI CORP,7565,JP,BBG000BZ3V98,Common Stock,Equity,BBG001SB7BM6,Common Stock,7565,,
9429,,,,,,,,,,,,
9430,BBG000BGF8B5,MANTECH INTERNATIONAL CORP-A,MANT,US,BBG000BGF8B5,Common Stock,Equity,BBG001S99FP7,Common Stock,MANT,,
9431,BBG00GD4N746,MANTRA GROUP LTD,MTR1EUR,XS,BBG00GD4N6N7,Common Stock,Equity,BBG003305986,Common Stock,MTR1EUR,,
9432,BBG000C3W6D6,MANUFACTURING INTEGRATION TE,MIT,SP,BBG000C3W5W7,Common Stock,Equity,BBG001SDH6L3,Common Stock,MIT,,
9433,BBG000CW6PZ5,MANUGRAPH INDIA LTD,MI,IN,BBG000CW6PZ5,Common Stock,Equity,BBG001S84120,Common Stock,MI,,
9434,BBG000C1D0K6,MANUTAN INTERNATIONAL,MAN,FP,BBG000C1CZV8,Common Stock,Equity,BBG001S7PVZ7,Common Stock,MAN,,
9435,BBG000FS8KP1,MANZO PHARMACEUTICALS INC,MNZO,US,BBG000FS8KP1,Common Stock,Equity,BBG001SBVWN2,Common Stock,MNZO,,
9436,BBG000BKCRJ9,MAOYE COMMERCIAL CO LTD-A,600828,CH,BBG000BKCRJ9,Common Stock,Equity,BBG001S7YV05,Common Stock,600828,,
9437,BBG001QL1GD1,MAPLE GOLD MINES LTD,MGM,CN,BBG001QL1GD1,Common Stock,Equity,BBG001V1HB43,Common Stock,MGM,,
9438,BBG000C1CPP7,MAPLE LEAF FOODS INC,MFI,CN,BBG000C1CPP7,Common Stock,Equity,BBG001S7PVS5,Common Stock,MFI,,
9439,BBG000BS9817,MAPLE LEAF GREEN WORLD INC,MGW,CN,BBG000BS9817,Common Stock,Equity,BBG001S6WDD5,Common Stock,MGW,,
9440,BBG001M61LT0,MAPLETREE COMMERCIAL TRUST,MCT,SP,BBG001M61LS1,REIT,Equity,BBG001V10704,REIT,MCT,,
9441,BBG0016XRHG4,MAPLETREE INDUSTRIAL TRUST,MINT,SP,BBG0016XRHF5,REIT,Equity,BBG001S9MDQ6,REIT,MINT,,
9442,BBG000F518L9,MAPLETREE LOGISTICS TRUST,MLT,SP,BBG000F517K2,REIT,Equity,BBG001SNCTZ1,REIT,MLT,,
9443,BBG00NDVNXN3,MAPS SPA,MAPS,IM,BBG00NDVNXM4,Common Stock,Equity,BBG00NDVNXR9,Common Stock,MAPS,,
9444,BBG000CW7TL1,MARAL OVERSEAS LTD,MO,IN,BBG000CW7TL1,Common Stock,Equity,BBG001S84148,Common Stock,MO,,
9445,BBG000N54MC6,MARANI BRANDS INC,MRIB,US,BBG000N54MC6,Common Stock,Equity,BBG001SQJ8T0,Common Stock,MRIB,,
9446,BBG0015VS9M9,MARATHON GOLD CORP,MGDPF,US,BBG0015VS9M9,Common Stock,Equity,BBG001TC6F45,Common Stock,MGDPF,,
9447,BBG000FQJQR8,MARATHON GROUP CORP,PDPR,US,BBG000FQJQR8,Common Stock,Equity,BBG001SHDWV0,Common Stock,PDPR,,
9448,BBG000CXTP06,MARATHON NEXTGEN REALTY LTD,MNRT,IN,BBG000CXTP06,Common Stock,Equity,BBG001S84B64,Common Stock,MNRT,,
9449,BBG000C49LF5,MARATHON OIL CORP,USS,SW,BBG000C49LF5,Common Stock,Equity,BBG001S69V69,Common Stock,USS,,
