,Code,Exchange,Name,Type,Country,Currency,ISIN,previousClose,previousCloseDate
11779,RBGPF,US,Reckitt Benckiser Group PLC,Common Stock,USA,USD,GB00B24CGK77,72.44,2022-07-21
11780,3323,TSE,Recomm Co Ltd,Common Stock,Japan,JPY,JP3979500000,69.0,2022-07-22
11781,RDM,AU,Red Metal Ltd,Common Stock,Australia,AUD,AU000000RDM6,0.083,2022-07-22
11782,RMX,AU,Red Mountain Mining Ltd,Common Stock,Australia,AUD,AU000000RMX4,0.007,2022-07-22
11783,RPX,V,Red Pine Exploration Inc,Common Stock,Canada,CAD,CA75686Y7028,0.26,2022-07-21
11784,3350,TSE,Red Planet Japan Inc,Common Stock,Japan,JPY,JP3481200008,54.0,2022-07-22
11785,RRBI,US,Red River Bancshares Inc,Common Stock,USA,USD,US75686R2022,54.1,2022-07-21
11786,RVR,AU,Red River Resources Ltd,Common Stock,Australia,AUD,AU000000RVR7,0.14,2022-07-22
11787,RRGB,US,Red Robin Gourmet Burgers Inc,Common Stock,USA,USD,US75689M1018,8.9,2022-07-21
11788,RRR,US,Red Rock Resorts Inc,Common Stock,USA,USD,US75700L1089,36.88,2022-07-21
11789,RRR,LSE,Red Rock Resources,Common Stock,UK,GBX,GB00BYWKBV38,0.55,2022-07-21
11790,ROG,AU,Red Sky Energy Ltd,Common Stock,Australia,AUD,AU000000ROG5,0.005,2022-07-22
11791,1528,HK,Red Star Macalline Grp Corp,Common Stock,Hong Kong,HKD,CNE100001ZS2,3.04,2022-07-22
11792,RDVT,US,Red Violet Inc,Common Stock,USA,USD,US75704L1044,21.23,2022-07-21
11793,2KH,F,Red Violet Inc,Common Stock,Germany,EUR,US75704L1044,20.4,2022-07-21
11794,RBL,AU,Redbubble Ltd,Common Stock,Australia,AUD,AU000000RBL2,1.005,2022-07-22
11795,1622,HK,Redco Properties Group Ltd,Common Stock,Hong Kong,HKD,KYG733101318,2.0,2022-07-22
11796,RDFN,US,Redfin Corp,Common Stock,USA,USD,US75737F1084,9.81,2022-07-21
11797,RFX,AU,RedFlow Ltd,Common Stock,Australia,AUD,AU000000RFX8,0.047,2022-07-22
11798,RDHL,US,Redhill Biopharma Ltd,Common Stock,USA,USD,US7574681034,0.8967,2022-07-21
11799,REDFY,US,Rediff.com India Ltd,Common Stock,USA,USD,US7574791007,0.005,2022-07-21
11800,REDINGTON,NSE,Redington (India) Limited,Common Stock,India,INR,INE891D01026,120.5,2022-07-22
11801,532805,BSE,Redington (India) Limited,Common Stock,India,INR,INE891D01026,120.5,2022-07-22
11802,REDINGTON,BSE,REDINGTON (INDIA) LTD.,Common Stock,India,INR,INE891D01026,120.5,2022-07-22
11803,KUT,V,Redishred Capital Corp,Common Stock,Canada,CAD,CA7574891098,0.74,2022-07-20
11804,RDW,LSE,Redrow PLC,Common Stock,UK,GBX,GB00BG11K365,578.0,2022-07-21
11805,1HO1,F,Redrow PLC,Common Stock,Germany,EUR,GB00BG11K365,6.55,2022-07-22
11806,RDS,AU,Redstone Resources Ltd,Common Stock,Australia,AUD,AU000000RDS3,0.009,2022-07-22
11807,1996,HK,Redsun Properties Group Ltd,Common Stock,Hong Kong,HKD,KYG7459A1013,1.55,2022-07-22
11808,RDWD,US,Redwood Group Intl,Common Stock,USA,USD,US7580541008,0.0001,2022-07-21
11809,RWT,US,Redwood Trust Inc,Common Stock,USA,USD,US7580754023,8.3,2022-07-21
11810,REDX,LSE,Redx Pharma Plc,Common Stock,UK,GBX,GB00BSNB6S51,68.0,2022-07-21
11811,RBZHF,US,Reebonz Holding Ltd,Common Stock,USA,USD,KYG7457R1222,0.0001,2022-07-21
11812,REH,AU,Reece Ltd,Common Stock,Australia,AUD,AU000000REH4,14.65,2022-07-22
11813,REED,US,Reed’s Inc,Common Stock,USA,USD,US7583381071,0.16,2022-07-21
11814,RLC,AU,Reedy Lagoon Corporation Ltd,Common Stock,Australia,AUD,AU000000RLC0,0.019,2022-07-22
11815,RCT,AU,Reef Casino Trust,Common Stock,Australia,AUD,AU000000RCT3,2.92,2022-07-22
11816,RLTR,US,Reeltime Rentals Inc,Common Stock,USA,USD,US75845Y2054,0.017,2022-07-21
11817,5EC,SG,Reenova Investment Holding Limited,Common Stock,Singapore,SGD,SG1P04916067,0.003,2022-07-21
11818,REFEX,NSE,Refex Industries Limited,Common Stock,India,INR,INE056I01017,119.35,2022-07-22
11819,532884,BSE,Refex Industries Limited,Common Stock,India,INR,INE056I01017,119.1,2022-07-22
11820,REFEX,BSE,Refex Industries Limited,Common Stock,India,INR,INE056I01017,119.1,2022-07-22
11821,UV1,SG,Regal International Group Ltd,Common Stock,Singapore,SGD,SG1AE0000008,0.115,2022-07-21
11822,1881,HK,Regal Real Estate Investment Trust,Common Stock,Hong Kong,HKD,HK1881037571,1.27,2022-07-22
11823,RGBP,US,Regen BioPharma Inc,Common Stock,USA,USD,US75886M1027,0.0058,2022-07-21
11824,REG,US,Regency Centers Corporation,Common Stock,USA,USD,US7588491032,62.99,2022-07-21
11825,REGENCERAM,NSE,Regency Ceramics Limited,Common Stock,India,INR,INE277C01012,4.85,2022-07-22
11826,REGENCERAM,BSE,REGENCY CERAMICS LTD.,Common Stock,India,INR,INE277C01012,7.91,2022-07-22
11827,REGN,US,Regeneron Pharmaceuticals Inc,Common Stock,USA,USD,US75886F1075,592.44,2022-07-21
11828,RGRX,US,Regenerx Biopharm In,Common Stock,USA,USD,US75886X1081,0.18,2022-07-21
11829,RGS,AU,Regeneus Ltd,Common Stock,Australia,AUD,AU000000RGS6,0.052,2022-07-22
11830,RGIN,US,Regenicin Inc.,Common Stock,USA,USD,US75887Q1022,0.0029,2022-07-21
11831,RGNX,US,Regenxbio Inc,Common Stock,USA,USD,US75901B1070,32.09,2022-07-21
11832,RGUS,US,REGI US Inc,Common Stock,USA,USD,US7589431045,0.009,2022-07-21
11833,2199,HK,Regina Miracle Intl (Hldg) Ltd,Common Stock,Hong Kong,HKD,KYG748071019,4.94,2022-07-22
11834,REX,AU,Regional Express Holdings Ltd,Common Stock,Australia,AUD,AU000000REX1,1.245,2022-07-22
11835,RHE,US,Regional Health Properties Inc,Common Stock,USA,USD,US75903M3097,3.86,2022-07-21
11836,RM,US,Regional Management Corp,Common Stock,USA,USD,US75902K1060,40.33,2022-07-21
11837,RGL,LSE,Regional REIT Ltd,Common Stock,UK,GBX,GG00BYV2ZQ34,73.0,2022-07-21
11838,RA,MX,Regional S.A.B. de C.V,Common Stock,Mexico,MXN,MX01R0000006,106.11,2022-07-21
11839,RF,US,Regions Financial Corporation,Common Stock,USA,USD,US7591EP1005,20.37,2022-07-21
11840,RRL,AU,Regis Resources Ltd,Common Stock,Australia,AUD,AU000000RRL8,1.565,2022-07-22
11841,RGRNF,US,Regis Resources Ltd,Common Stock,USA,USD,AU000000RRL8,1.0,2022-07-21
11842,RD1,AU,Registry Direct,Common Stock,Australia,AUD,AU000000RD14,0.016,2022-07-22
11843,RPMT,US,Rego Payment Architectures Inc,Common Stock,USA,USD,US7591411043,1.16,2022-07-21
11844,RNI,JSE,Reinet Investments SCA,Common Stock,South Africa,ZAC,LU0383812293,30501.0,2022-07-21
11845,REINA,AS,Reinet Investments S.C.A,Common Stock,Netherlands,EUR,LU0383812293,17.2,2022-07-20
11846,RGA,US,Reinsurance Group of America,Common Stock,USA,USD,US7593516047,116.1,2022-07-21
11847,RET,V,Reitmans Canada Ltd,Common Stock,Canada,CAD,CA7594041062,1.27,2022-07-21
11848,REKO,V,Reko International Group Inc,Common Stock,Canada,CAD,CA75941H1064,4.65,2022-07-20
11849,REKR,US,Rekor Systems Inc,Common Stock,USA,USD,US7594191048,2.23,2022-07-21
11850,RELAXO,NSE,Relaxo Footwears Limited,Common Stock,India,INR,INE131B01039,1007.95,2022-07-22
11851,530517,BSE,Relaxo Footwears Limited,Common Stock,India,INR,INE131B01039,1007.95,2022-07-22
11852,RELAXO,BSE,RELAXO FOOTWEARS LTD.-$,Common Stock,India,INR,INE131B01039,1007.95,2022-07-22
11853,RLV,V,Relevium Technologies Inc,Common Stock,Canada,CAD,CA75942W1023,0.02,2022-07-20
11854,RLBY,US,Reliability Incorporated,Common Stock,USA,USD,US7599031074,0.047,2022-07-21
11855,RELCAPITAL,NSE,Reliance Capital Limited,Common Stock,India,INR,INE013A01015,12.05,2022-07-22
11856,500111,BSE,Reliance Capital Limited,Common Stock,India,INR,INE013A01015,12.08,2022-07-22
11857,RELCAPITAL,BSE,RELIANCE CAPITAL LTD.,Common Stock,India,INR,INE013A01015,12.08,2022-07-22
11858,RCOM,NSE,Reliance Communications Limited,Common Stock,India,INR,INE330H01018,2.25,2022-07-22
11859,532712,BSE,Reliance Communications Limited,Common Stock,India,INR,INE330H01018,2.23,2022-07-22
11860,RCOM,BSE,RELIANCE COMMUNICATIONS LTD.,Common Stock,India,INR,INE330H01018,2.23,2022-07-22
11861,RELI,US,Reliance Global Group Inc,Common Stock,USA,USD,US75946W2070,1.1,2022-07-21
11862,RHFL,NSE,Reliance Home Finance Limited,Common Stock,India,INR,INE217K01011,3.35,2022-07-22
11863,540709,BSE,Reliance Home Finance Limited,Common Stock,India,INR,INE217K01011,3.4,2022-07-22
11864,RELHOME,BSE,Reliance Home Finance Ltd,Common Stock,India,INR,INE217K01011,3.4,2022-07-22
11865,RELIANCE,NSE,Reliance Industries Limited,Common Stock,India,INR,INE002A01018,2503.1,2022-07-22
11866,RELIANCE,BSE,RELIANCE INDUSTRIES LTD.,Common Stock,India,INR,INE002A01018,2502.8999,2022-07-22
11867,RELINFRA,NSE,Reliance Infrastructure Limited,Common Stock,India,INR,INE036A01016,104.5,2022-07-22
11868,500390,BSE,Reliance Infrastructure Limited,Common Stock,India,INR,INE036A01016,104.5,2022-07-22
11869,RELINFRA,BSE,RELIANCE INFRASTRUCTURE LTD.,Common Stock,India,INR,INE036A01016,104.5,2022-07-22
11870,RPOWER,NSE,Reliance Power Limited,Common Stock,India,INR,INE614G01033,11.75,2022-07-22
11871,RPOWER,BSE,RELIANCE POWER LTD.,Common Stock,India,INR,INE614G01033,11.78,2022-07-22
11872,RWC,AU,Reliance Worldwide Corporation Ltd,Common Stock,Australia,AUD,AU000000RWC7,4.48,2022-07-22
11873,RLF,SW,Relief Therapeutics Holding AG,Common Stock,Switzerland,CHF,CH0100191136,0.0313,2022-07-21
11874,RLFTF,US,Relief Therapeutics Holding SA,Common Stock,USA,USD,CH0100191136,0.034,2022-07-21
11875,RELIGARE,NSE,Religare Enterprises Limited,Common Stock,India,INR,INE621H01010,131.05,2022-07-22
11876,532915,BSE,Religare Enterprises Limited,Common Stock,India,INR,INE621H01010,130.85,2022-07-22
11877,RELIGARE,BSE,RELIGARE ENTERPRISES LTD.,Common Stock,India,INR,INE621H01010,130.85,2022-07-22
11878,RELV,US,Reliv International Inc,Common Stock,USA,USD,US75952R3084,5.5,2022-07-21
11879,8876,TSE,Relo Holdings Inc,Common Stock,Japan,JPY,JP3755200007,2116.0,2022-07-22
11880,REL,LSE,Relx PLC,Common Stock,UK,GBX,GB00B2B0DG97,2352.0,2022-07-21
11881,REN,AS,Relx PLC,Common Stock,Netherlands,EUR,GB00B2B0DG97,27.58,2022-07-21
11882,RLXXF,US,Relx PLC,Common Stock,USA,USD,GB00B2B0DG97,27.95,2022-07-21
11883,MARK,US,Remark Holdings Inc,Common Stock,USA,USD,US75955K1025,0.4742,2022-07-21
11884,REMI,US,Remedent Inc,Common Stock,USA,USD,US75954T1043,0.17,2022-07-21
11885,REM,JSE,Remgro Ltd,Common Stock,South Africa,ZAC,ZAE000026480,13500.0,2022-07-21
11886,3825,TSE,Remixpoint Inc,Common Stock,Japan,JPY,JP3974900007,530.0,2022-07-22
11887,RMSL,US,REMSleep Holdings Inc,Common Stock,USA,USD,US75990A2006,0.0255,2022-07-21
11888,REMSONSIND,NSE,Remsons Industries Limited,Common Stock,India,INR,INE474C01015,221.8,2022-07-22
11889,REMSONSIND,BSE,REMSONS INDUSTRIES LTD.,Common Stock,India,INR,INE474C01015,223.85,2022-07-22
11890,RCO,PA,Remy Cointreau,Common Stock,France,EUR,FR0000130395,182.5,2022-07-22
11891,0MGU,LSE,Remy Cointreau,Common Stock,UK,EUR,FR0000130395,180.9,2022-07-21
11892,RGL,BSE,Renaissance Global Ltd,Common Stock,India,INR,INE722H01024,122.65,2022-07-22
11893,RGL,NSE,Renaissance Global Limited,Common Stock,India,INR,INE722H01024,122.15,2022-07-22
11894,2378,TSE,Renaissance Inc,Common Stock,Japan,JPY,JP3978800005,953.0,2022-07-22
11895,RNR,US,Renaissancere Holdings Ltd,Common Stock,USA,USD,BMG7496G1033,139.56,2022-07-21
11896,RNST,US,Renasant Corporation,Common Stock,USA,USD,US75970E1073,31.0,2022-07-21
11897,RNU,AU,Renascor Resources Ltd,Common Stock,Australia,AUD,AU000000RNU8,0.19,2022-07-22
11898,RNO,PA,Renault SA,Common Stock,France,EUR,FR0000131906,25.83,2022-07-22
11899,0NQF,LSE,Renault SA,Common Stock,UK,EUR,FR0000131906,25.64,2022-07-21
11900,RNX,AU,Renegade Exploration Ltd,Common Stock,Australia,AUD,AU0000009839,0.007,2022-07-22
11901,6723,TSE,Renesas Electronics Corp,Common Stock,Japan,JPY,JP3164720009,1353.0,2022-07-22
11902,SOL,US,ReneSola Ltd,Common Stock,USA,USD,US75971T3014,5.07,2022-07-21
11903,RENE,LSE,ReNeuron Group plc,Common Stock,UK,GBX,GB00BF5G6K95,31.0,2022-07-21
11904,9283,TSE,Renewable Japan Energy Infrastructure Fund Inc,Common Stock,Japan,JPY,JP3048410009,114700.0,2022-07-22
11905,TRIG,LSE,Renewables Infrastructure Grp,Common Stock,UK,GBX,GG00BBHX2H91,135.6,2022-07-21
11906,RNWF,US,Renewal Fuels Inc,Common Stock,USA,USD,US75971P1012,0.0014,2022-07-21
11907,RWI,LSE,Renewi PLC,Common Stock,UK,GBX,GB00BNR4T868,777.0,2022-07-21
11908,3941,TSE,Rengo Co Ltd,Common Stock,Japan,JPY,JP3981400009,772.0,2022-07-22
11909,000650,SHE,Renhe Pharmacy Co Ltd,Common Stock,China,CNY,CNE000000NF8,6.13,2022-07-22
11910,RSW,LSE,Renishaw PLC,Common Stock,UK,GBX,GB0007323586,4256.0,2022-07-21
11911,RCG,US,RENN Fund Inc,Common Stock,USA,USD,US7597201059,2.35,2022-07-21
11912,RNO,LSE,Renold,Common Stock,UK,GBX,GB0007325078,25.55,2022-07-21
11913,9519,TSE,Renova Inc,Common Stock,Japan,JPY,JP3981200003,2278.0,2022-07-22
11914,RCAR,US,RenovaCare Inc,Common Stock,USA,USD,US75988J1060,0.06,2022-07-21
11915,RW,V,Renoworks Software Inc,Common Stock,Canada,CAD,CA7598871027,0.355,2022-07-20
11916,RTO,LSE,Rentokil Initial PLC,Common Stock,UK,GBX,GB00B082RF11,513.0,2022-07-21
11917,RNE,AU,Renu Energy Ltd,Common Stock,Australia,AUD,AU000000RNE2,0.048,2022-07-22
11918,RENU,US,RenuEn Corp,Common Stock,USA,USD,US7601822049,0.0002,2022-07-21
11919,REPCOHOME,NSE,Repco Home Finance Limited,Common Stock,India,INR,INE612J01015,159.15,2022-07-22
11920,REPCOHOME,BSE,REPCO HOME FINANCE LTD.,Common Stock,India,INR,INE612J01015,159.3,2022-07-22
11921,RP,V,RepliCel Life Sciences Inc,Common Stock,Canada,CAD,CA76027P4006,0.09,2022-07-20
11922,REPCF,US,RepliCel Life Sciences Inc,Common Stock,USA,USD,CA76027P4006,0.067,2022-07-21
11923,RGEN,US,Repligen Corporation,Common Stock,USA,USD,US7599161095,203.64,2022-07-21
11924,REPL,US,Replimune Group Inc,Common Stock,USA,USD,US76029N1063,19.82,2022-07-21
11925,REPRO,NSE,Repro India Limited,Common Stock,India,INR,INE461B01014,423.8,2022-07-22
11926,532687,BSE,Repro India Limited,Common Stock,India,INR,INE461B01014,423.55,2022-07-22
11927,REPRO,BSE,REPRO INDIA LTD.,Common Stock,India,INR,INE461B01014,423.55,2022-07-22
11928,4978,TSE,ReproCell Inc,Common Stock,Japan,JPY,JP3974770004,222.0,2022-07-22
11929,FRBK,US,Republic First Bancorp Inc,Common Stock,USA,USD,US7604161072,3.59,2022-07-21
11930,8357,HK,Republic Healthcare Ltd,Common Stock,Hong Kong,HKD,KYG7516A1022,0.21,2022-07-22
11931,RSG,US,Republic Services Inc,Common Stock,USA,USD,US7607591002,131.24,2022-07-21
11932,RSS,V,Resaas Services Inc,Common Stock,Canada,CAD,CA76083V1013,0.275,2022-07-21
11933,RAP,AU,Resapp Health Ltd,Common Stock,Australia,AUD,AU000000RAP5,0.12,2022-07-22
11934,REFR,US,Research Frontiers Incorporated,Common Stock,USA,USD,US7609111072,1.66,2022-07-21
11935,RSSS,US,Research Solutions Inc,Common Stock,USA,USD,US7610251057,1.76,2022-07-21
11936,RGGI,US,Resgreen Group International Inc,Common Stock,USA,USD,US7611271096,0.0206,2022-07-21
11937,RESI,LSE,Residential Secure Income plc,Common Stock,UK,GBX,GB00BYSX1508,103.5,2022-07-21
11938,REZI,US,Resideo Technologies Inc,Common Stock,USA,USD,US76118Y1047,21.87,2022-07-21
11939,RES,JSE,Resilient Property Income Fund Ltd,Common Stock,South Africa,ZAC,ZAE000209557,5517.0,2022-07-21
11940,RMC,AU,Resimac Group Ltd,Common Stock,Australia,AUD,AU0000033094,1.18,2022-07-22
11941,RMD,US,ResMed Inc,Common Stock,USA,USD,US7611521078,232.91,2022-07-21
11942,RFP,US,Resolute Forest Products Inc,Common Stock,USA,USD,US76117W1099,20.26,2022-07-21
11943,RFP,TO,Resolute Forest Products Inc,Common Stock,Canada,CAD,US76117W1099,26.11,2022-07-21
11944,RSG,AU,Resolute Mining Ltd,Common Stock,Australia,AUD,AU000000RSG6,0.265,2022-07-22
11945,8308,TSE,Resona Holdings Inc.,Common Stock,Japan,JPY,JP3500610005,510.0,2022-07-22
11946,4681,TSE,Resorttrust Inc,Common Stock,Japan,JPY,JP3974450003,2072.0,2022-07-22
11947,RBX,AU,Resource Base Ltd,Common Stock,Australia,AUD,AU0000152803,0.12,2022-07-22
11948,RDG,AU,Resource Development Group,Common Stock,Australia,AUD,AU000000RDG8,0.045,2022-07-22
11949,RES,AU,Resource Generation Limited,Common Stock,Australia,AUD,AU000000RES1,4.608,2022-07-22
11950,RMI,AU,Resource Mining Corporation,Common Stock,Australia,AUD,AU000000RMI5,0.105,2022-07-22
11951,RGP,US,Resources Connection Inc,Common Stock,USA,USD,US76122Q1058,20.19,2022-07-21
11952,RSPI,US,RespireRx Pharmaceuticals Inc,Common Stock,USA,USD,US7612273059,0.0036,2022-07-21
11953,RESPONIND,NSE,Responsive Industries Limited,Common Stock,India,INR,INE688D01026,140.1,2022-07-22
11954,505509,BSE,Responsive Industries Limited,Common Stock,India,INR,INE688D01026,140.0,2022-07-22
11955,RESPONIND,BSE,RESPONSIVE INDUSTRIES LTD.,Common Stock,India,INR,INE688D01026,140.0,2022-07-22
11956,ANCE,US,Restance Inc,Common Stock,USA,USD,US76131Q1040,0.0004,2022-07-21
11957,3156,TSE,Restar Holdings Corp,Common Stock,Japan,JPY,JP3944360001,1954.0,2022-07-22
11958,QSR,US,Restaurant Brands International Inc,Common Stock,USA,USD,CA76131D1033,52.91,2022-07-21
11959,QSR,TO,Restaurant Brands International Inc,Common Stock,Canada,CAD,CA76131D1033,68.12,2022-07-21
11960,RESURS,ST,Resurs Holding AB,Common Stock,Sweden,SEK,SE0007665823,24.22,2022-07-21
11961,0RFP,LSE,Resurs Holding AB,Common Stock,UK,SEK,SE0007665823,24.1,2022-07-21
11962,RVX,TO,Resverlogix Corp.,Common Stock,Canada,CAD,CA76128M1086,0.235,2022-07-21
11963,RVXCF,US,Resverlogix Corp.,Common Stock,USA,USD,CA76128M1086,0.18,2022-07-21
11964,RFG,AU,Retail Food Group Ltd,Common Stock,Australia,AUD,AU000000RFG3,0.047,2022-07-22
11965,RHDGF,US,Retail Holdings NV,Common Stock,USA,USD,ANN741081064,0.405,2022-07-21
11966,8167,TSE,Retail Partners Co Ltd,Common Stock,Japan,JPY,JP3873200004,1269.0,2022-07-22
11967,RTE,AU,Retech Technology Co Ltd,Common Stock,Australia,AUD,AU000000RTE9,0.14,2022-07-22
11968,RVP,US,Retractable Technologies Inc,Common Stock,USA,USD,US76129W1053,5.04,2022-07-21
11969,RLO,JSE,Reunert,Common Stock,South Africa,ZAC,ZAE000057428,3852.0,2022-07-21
11970,RGD,V,Reunion Gold Corporation,Common Stock,Canada,CAD,CA76131P1062,0.275,2022-07-21
11971,REVG,US,Rev Group Inc,Common Stock,USA,USD,US7495271071,11.38,2022-07-21
11972,RVNC,US,Revance The,Common Stock,USA,USD,US7613301099,16.7,2022-07-21
11973,RVS,AU,Revasum Inc,Common Stock,Australia,AUD,AU0000030959,0.24,2022-07-22
11974,REVATHI,NSE,Revathi Equipment Limited,Common Stock,India,INR,INE617A01013,693.0,2022-07-22
11975,REVATHI,BSE,REVATHI EQUIPMENT LTD.-$,Common Stock,India,INR,INE617A01013,686.75,2022-07-22
11976,RVG,V,Revival Gold Inc,Common Stock,Canada,CAD,CA76151P1018,0.4,2022-07-21
11977,RVLGF,US,Revival Gold Inc,Common Stock,USA,USD,CA76151P1018,0.32,2022-07-21
11978,REV,US,Revlon Inc,Common Stock,USA,USD,US7615256093,5.62,2022-07-21
11979,RBG,LSE,Revolution Bars Group Ltd,Common Stock,UK,GBX,GB00BVDPPV41,14.75,2022-07-21
11980,8894,TSE,Revolution Co Ltd,Common Stock,Japan,JPY,JP3772300004,16.0,2022-07-22
11981,RWLK,US,Rewalk Robotics Ltd,Common Stock,USA,USD,IL0011331076,1.02,2022-07-21
11982,RXH,AU,Rewardle Holdings Ltd,Common Stock,Australia,AUD,AU000000RXH4,0.01,2022-07-22
11983,REX,US,REX American Resources Corporation,Common Stock,USA,USD,US7616241052,90.23,2022-07-21
11984,5WH,SG,Rex International Holding Ltd,Common Stock,Singapore,SGD,SG2G04994999,0.235,2022-07-22
11985,RXM,AU,Rex Minerals Ltd,Common Stock,Australia,AUD,AU000000RXM4,0.16,2022-07-22
11986,RXL,PA,Rexel S.A,Common Stock,France,EUR,FR0010451203,16.22,2022-07-22
11987,0KBZ,LSE,Rexel S.A,Common Stock,UK,EUR,FR0010451203,16.1025,2022-07-21
11988,REXR,US,Rexford Industrial Realty Inc,Common Stock,USA,USD,US76169C1009,62.05,2022-07-21
11989,REY,AU,Rey Resources Ltd,Common Stock,Australia,AUD,AU000000REY9,0.265,2022-07-22
11990,RZLT,US,Rezolute Inc,Common Stock,USA,USD,US76200L3096,3.11,2022-07-21
11991,RFIL,US,RF Industries Ltd,Common Stock,USA,USD,US7495521053,7.21,2022-07-21
11992,RGCO,US,RGC Resources Inc,Common Stock,USA,USD,US74955L1035,19.6991,2022-07-21
11993,T13,SG,RH PetroGas Limited,Common Stock,Singapore,SGD,SG1H00001443,0.22,2022-07-22
11994,RHM,XETRA,Rheinmetall AG,Common Stock,Germany,EUR,DE0007030009,180.55,2022-07-21
11995,0NI1,LSE,Rheinmetall AG,Common Stock,UK,EUR,DE0007030009,181.3,2022-07-21
11996,RHM,F,Rheinmetall AG,Common Stock,Germany,EUR,DE0007030009,181.05,2022-07-22
11997,6272,TSE,Rheon Automatic Machinery Co Ltd,Common Stock,Japan,JPY,JP3979400003,1326.0,2022-07-22
11998,RBKB,US,Rhinebeck Bancorp Inc,Common Stock,USA,USD,US7620931029,9.162,2022-07-21
11999,RNO,AU,Rhinomed Ltd,Common Stock,Australia,AUD,AU000000RNO1,0.175,2022-07-22
12000,RHK,XETRA,RHÖN-KLINIKUM Aktiengesellschaft,Common Stock,Germany,EUR,DE0007042301,15.45,2022-07-21
12001,RHK,F,RHÖN-KLINIKUM Aktiengesellschaft,Common Stock,Germany,EUR,DE0007042301,15.35,2022-07-22
12002,0NQH,LSE,Rhoen Klinikum AG,Common Stock,UK,GBP,DE0007042301,15.55,2022-07-21
12003,RYTM,US,Rhythm Pharmaceuticals Inc,Common Stock,USA,USD,US76243J1051,14.75,2022-07-21
12004,1RV,F,Rhythm Pharmaceuticals Inc,Common Stock,Germany,EUR,US76243J1051,14.0,2022-07-22
12005,RBBN,US,Ribbon Communications Inc,Common Stock,USA,USD,US7625441040,3.42,2022-07-21
12006,NU42,F,Ribbon Communications Inc,Common Stock,Germany,EUR,US7625441040,3.28,2022-07-21
12007,4591,TSE,Ribomic Inc,Common Stock,Japan,JPY,JP3974850004,209.0,2022-07-22
12008,RCDO,LSE,Ricardo,Common Stock,UK,GBX,GB0007370074,391.5,2022-07-21
12009,RIBT,US,Ricebran Tech,Common Stock,USA,USD,US7628312040,0.3321,2022-07-21
12010,0070,HK,Neptune Group Ltd,Common Stock,Hong Kong,HKD,HK0000295763,0.056,2022-07-22
12011,RELL,US,Richardson Electronics Ltd,Common Stock,USA,USD,US7631651079,15.24,2022-07-21
12012,RCH,TO,Richelieu Hardware Ltd.,Common Stock,Canada,CAD,CA76329W1032,37.15,2022-07-21
12013,RMBI,US,Richmond Mutual Bancorporation Inc,Common Stock,USA,USD,US76525P1003,13.5,2022-07-21
12014,0QFP,LSE,Gedeon Richter PLC,Common Stock,UK,GBP,HU0000123096,5040.0,2022-07-21
12015,RICHT,BUD,RICHTER GEDEON CHE,Common Stock,Hungary,HUF,HU0000123096,8360.0,2022-07-21
12016,1526,HK,Rici Healthcare Holdings Ltd,Common Stock,Hong Kong,HKD,KYG755601054,0.79,2022-07-22
12017,4429,TSE,Ricksoft Co Ltd,Common Stock,Japan,JPY,JP3974510004,2118.0,2022-07-22
12018,RICOAUTO,NSE,Rico Auto Industries Limited,Common Stock,India,INR,INE209B01025,46.15,2022-07-22
12019,RICOAUTO,BSE,RICO AUTO INDUSTRIES LTD.,Common Stock,India,INR,INE209B01025,46.1,2022-07-22
12020,7752,TSE,Ricoh Co. Ltd.,Common Stock,Japan,JPY,JP3973400009,1090.0,2022-07-22
12021,RICO,LSE,Ricoh Co. Ltd.,Common Stock,UK,JPY,JP3973400009,1030.46,2022-07-07
12022,6082,TSE,Ride on Express Co Ltd,Common Stock,Japan,JPY,JP3966000006,1278.0,2022-07-22
12023,RMI,V,Ridgestone Mining Inc,Common Stock,Canada,CAD,CA76611L1040,0.015,2022-07-21
12024,RIC,AU,Ridley Corporation Ltd,Common Stock,Australia,AUD,AU000000RIC6,1.55,2022-07-22
12025,RIE,AU,Riedel Resources Ltd,Common Stock,Australia,AUD,AU000000RIE2,0.008,2022-07-22
12026,RIEN,SW,Rieter Holding AG,Common Stock,Switzerland,CHF,CH0003671440,100.4,2022-07-21
12027,RIGL,US,Rigel Pharmaceuticals Inc,Common Stock,USA,USD,US7665596034,1.24,2022-07-21
12028,RTON,US,Right On Brands Inc,Common Stock,USA,USD,US76658P1093,0.0006,2022-07-21
12029,7445,TSE,Right On Co Ltd,Common Stock,Japan,JPY,JP3965600004,751.0,2022-07-22
12030,RMV,LSE,Rightmove PLC,Common Stock,UK,GBX,GB00BGDT3G23,630.4,2022-07-21
12031,3JDA,F,Rightmove PLC,Common Stock,Germany,EUR,GB00BGDT3G23,7.1,2022-07-21
12032,RIHT,US,Rightscorp Inc,Common Stock,USA,USD,US76658A1025,0.028,2022-07-21
12033,RIGH,US,Rightsmile Inc.,Common Stock,USA,USD,US76657X1110,0.0001,2022-07-21
12034,600321,SHG,Rightway Holdings Co Ltd,Common Stock,China,CNY,CNE0000017R0,2.03,2022-07-22
12035,8226,TSE,Rikei Corp,Common Stock,Japan,JPY,JP3970400002,295.0,2022-07-22
12036,7734,TSE,Riken Keiki Co Ltd,Common Stock,Japan,JPY,JP3971000009,4070.0,2022-07-22
